SampleID	Distance_Bin	N_Bin	N_Total	Freq	Bin_Lower	Bin_Mid	Bin_Upper
4DNFINSKEZND	(1.68e+05,1.72e+05]	2270	207659	0.0109313826995218	168000	170000	172000
4DNFINSKEZND	(1.72e+05,1.78e+05]	2308	207659	0.0111143750090292	172000	175000	178000
4DNFINSKEZND	(1.78e+05,1.82e+05]	2330	207659	0.0112203179250598	178000	180000	182000
4DNFINSKEZND	(1.82e+05,1.88e+05]	2423	207659	0.0116681675246438	182000	185000	188000
4DNFINSKEZND	(1.88e+05,1.92e+05]	2440	207659	0.0117500325052129	188000	190000	192000
4DNFINSKEZND	(1.92e+05,1.98e+05]	2294	207659	0.011046956789737	192000	195000	198000
4DNFIT64Q7A3		2204	208218	0.0105850598891546			
4DNFIT64Q7A3	(-1.98e+05,-1.92e+05]	2284	208218	0.0109692725893054	-198000	-195000	-192000
4DNFIT64Q7A3	(-1.92e+05,-1.88e+05]	2250	208218	0.0108059821917413	-192000	-190000	-188000
4DNFIT64Q7A3	(-1.88e+05,-1.82e+05]	2256	208218	0.0108347981442527	-188000	-185000	-182000
4DNFIT64Q7A3	(-1.82e+05,-1.78e+05]	2312	208218	0.0111037470343582	-182000	-180000	-178000
4DNFIT64Q7A3	(-1.78e+05,-1.72e+05]	2323	208218	0.011156576280629	-178000	-175000	-172000
4DNFIT64Q7A3	(-1.72e+05,-1.68e+05]	2304	208218	0.0110653257643431	-172000	-170000	-168000
4DNFIT64Q7A3	(-1.68e+05,-1.62e+05]	2367	208218	0.0113678932657119	-168000	-165000	-162000
4DNFIT64Q7A3	(-1.62e+05,-1.58e+05]	2223	208218	0.0106763104054405	-162000	-160000	-158000
